timestamp,rms,kurtosis,peak,crest_factor,shape_factor,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24,m_25,m_26,m_27,m_28,m_29,m_30,m_31,m_32,m_33,m_34,m_35,m_36,m_37,m_38,m_39,m_40,m_41,m_42,m_43,m_44,m_45,m_46,m_47,m_48,m_49,spec_mean,spec_std,spec_centroid
2004.02.12.10.32.39,0.02768484348638367,0.4692639767904673,0.4744027303754268,0.5503518946581638,0.5849627600048635,0.5,0.0472972972972973,0.04400510204081633,0.8744186046511627,0.9316691347577745,0.8991969568892646,0.050285231354320725,0.35451293919629706,0.8150313152400834,0.6954335986594051,0.842292407446141,0.6399749111436337,0.7350605933974091,0.9789846025801081,0.39959410382396926,0.020828882717368085,0.06674548581255374,0.30364199508704476,0.17361111111111113,0.31785868160275743,0.054564869193806737,0.4934842982268747,0.5723627787307033,0.3498772547763902,0.2259692836430029,0.2761050608584241,0.6035016547453828,0.5369774919614149,0.41264416915847923,0.5410854402789886,0.6227761798231597,0.226583796750627,0.29105431309904156,0.17281466577241222,0.1395247438412906,0.6609947643979058,0.6438079011819827,0.07661290322580645,0.23645104895104896,0.5284786543170447,0.6547352721849367,0.8284679309610057,0.5621481648277414,0.13859593054223926,0.542790021255174,0.060020118475466636,0.7086438152011922,0.7409773235388055,0.22004530011325024,0.8428938834842894,0.8269744491612012,0.637265470257093,0.12561502071557618,0.10839742399070917,0.1703537684634686,0.2505442822522428,0.3721959657881124,0.4214161074246423,0.4357043341377502,0.5606269618929995,0.6826226346009245,0.40637663386851486,0.3374968116587307,0.34284938866035386,0.49116649765803855,0.5141975168760045,0.24950606257175734,0.2657508030057789,0.299593127816002,0.24566526193041538,0.29703820466901076,0.3476285998106081,0.445857827305725,0.553305735933205,0.5512578627991958,0.5081083350364874,0.5525200150491747,0.5836565255795501,0.5314514388407634,0.47755093758334555,0.42325276521142685,0.5357615675807521,0.5880092094179288,0.5511593058116988,0.6010769497180775,0.6799447379605703,0.7122545252661867,0.7768327514552271,0.8552491929227548,0.8282635756642533,0.6338561690037761,0.30030342782740105,0.3938439804487195,0.48804034175992417,0.39402994497294896,0.3720688316561538,0.26744385539968807,0.28876822024135507,0.3669415722391378,0.3881597871622797,0.2638249205970933,0.29511697052158503,0.7867144413960041
2004.02.12.10.42.39,0.22103519686069184,0.4888494646180932,0.24914675767918104,0.277333359890062,0.8542607996338916,0.5,0.0472972972972973,0.04400510204081633,0.8873150105708245,0.9390734080812354,0.05684699915469146,0.7215296851890978,0.8579844308857564,0.3559498956158664,0.6889400921658986,0.9012758837063376,0.8260505958603387,0.7597158378604263,0.7902621722846441,0.5133518478957488,0.020828882717368085,0.4925838349097162,0.33803268183274593,0.29914529914529914,0.3800086169754416,0.31265349706353446,0.0739158299508652,0.27454974271012006,0.5292987512007684,0.6059499516700677,0.12897715139867608,0.568591865058183,0.2531618435155413,0.3257155061939342,0.5352005231037489,0.62607861936721,0.19921491658488716,0.2053248136315229,0.12307176391683435,0.15816437758883803,0.5828970331588132,0.5584069854115643,0.6491935483870968,0.21175699300699302,0.05046311082721175,0.11260253542132738,0.35009588749200937,0.62913758162576,0.14765100671140938,0.9996643919901556,0.8284341119928468,0.24281456248669364,0.06483551580964549,0.708493771234428,0.6670021245667002,0.47239410955210115,0.7444030875828802,0.3731328468238915,0.24075398284254235,0.2517954197693477,0.16699972550857112,0.02175566619184699,0.14033285152564368,0.02132201156679958,0.17470815875892187,0.16583968666530646,0.13935570990493584,0.013526238298497972,0.12773955738520648,0.28401501993983524,0.2769650249537414,0.3728069401866114,0.4038848505110231,0.46477657220776125,0.4107632121249276,0.3544981598788284,0.41857957496477116,0.5413555317391618,0.6169978997123304,0.7202710494674531,0.5238538573618126,0.5943414274014476,0.5554100579993424,0.5045999357339879,0.5810237283276183,0.4989603139582175,0.6574559739270516,0.7136475164634781,0.7361482803802524,0.6498230531283777,0.630813809567885,0.7183161043325708,0.749759975788511,0.8339944678291191,0.7791032416257591,0.7413236941073738,0.759522017526197,0.7868066470424213,0.8273518440740992,0.800971922825084,0.8405779129501654,0.8387690162956254,0.9306722275588517,0.9655620720624885,0.6960549861570047,0.728438168526969,0.0,1.0
2004.02.12.10.52.39,0.357167189029612,0.35363984975293106,0.6416382252559727,0.6844819386395449,0.31027520633882233,0.5,0.0472972972972973,0.9457908163265306,0.05031712473572939,0.9492278400676962,0.023879966187658502,0.8711176843439679,0.914580265095729,0.9828810020876826,0.6558441558441558,0.7075925538590253,0.8262596696633911,0.3543669034684496,0.745110278818144,0.3560136722922453,0.05468916898098697,0.4121883061049011,0.4049983979493752,0.008867521367521367,0.3230288668677294,0.5461825947677523,0.22420422986541338,0.9983919382504288,0.28903831785676165,0.3002899795940286,0.6106128550074739,0.07334258567310772,0.14394426580921757,0.13156770610850063,0.1536617262423714,0.24480664749121123,0.5184821720641151,0.11246006389776358,0.22758774871450926,0.19391759319816873,0.6587041884816754,0.31721861356618036,0.5504032258064516,0.6159309440559441,0.5954434153092729,0.5591775860232236,0.6486256126145322,0.23395631614501236,0.16171300735059124,0.6886676362009172,0.47557840616966585,0.7289759420906962,0.888001703396146,0.8431483578708946,0.813149949681315,0.3852852605848067,0.5909036112737285,0.2642747180259327,0.36549778616651807,0.15803806691003786,0.23365393052092176,0.18868763758671414,0.29190651205154383,0.1717152127094912,0.33800808109156266,0.36276751317340583,0.1470481233115093,0.1776981572805867,0.29613807775113354,0.2104794717677798,0.21070988832024717,0.21691257817086473,0.40211466190693157,0.4631678601282103,0.4885980126438443,0.5165178117966316,0.6637144839763893,0.7142833805132751,0.7109556758652227,0.7446614443355197,0.641042110840087,0.684813478141538,0.5727463293760673,0.5560871454535672,0.6540299787352519,0.6069721730726272,0.7425576743961049,0.7386321900504633,0.7578553393968548,0.738955849923709,0.7640593386538099,0.9086561752607194,0.8848630833702518,0.8182068317309339,0.7567180675819345,0.5904696140810857,0.4739130673911536,0.5879832342595432,0.5186325710150705,0.4217428773175116,0.443896961827007,0.2549776691468426,0.2926314423185983,0.3134068935270975,0.3437405063016685,0.6982761682216729,0.22623251821566015,0.6954020407235681
2004.02.12.11.02.39,0.7578431857772951,1.0,1.0000000000000002,1.0,1.0,0.5,0.0472972972972973,0.9917091836734694,0.8788583509513741,0.900782737465623,0.8512256973795436,0.7468835833509402,0.6966126656848306,0.6423799582463465,0.0002094679514034331,0.3547375026145158,0.049759565126489644,0.9916422900125366,0.023512276321265083,0.17720572527237768,0.41070284127323226,0.42067927773000857,0.3974153583253231,0.3490384615384616,0.13765618267987936,0.3733048585157502,0.326532792138432,0.04920668953687821,0.3034475397587789,0.09665986467618946,0.2825112107623319,0.503362869648767,0.5419078242229368,0.26505766766339167,0.14298169136878813,0.31628848407371896,0.21306291571257224,0.6144834930777422,0.21786273194723899,0.11521691737519077,0.5170157068062827,0.644127355979129,0.1784274193548387,0.04960664335664335,0.9982966038539337,0.5853840417598807,0.561687619859365,0.5481873451925242,0.12346862682433152,0.1632173621210426,0.6542975298982899,0.5959122844368746,0.6264239327158523,0.6369195922989807,0.20496477692049647,0.44691609036159896,0.5655232107058943,0.1978515278607812,0.2520956592177984,0.04590777608604735,0.10807168174666248,0.23355543141930135,0.3478017217376079,0.40381289846551205,0.5552968341481033,0.6520852294597419,0.7003256201889396,0.620913165994645,0.7125090823379927,0.6763717609084026,0.7096901067951227,0.6565213175056557,0.6855654727323439,0.6126759707489509,0.5595279732449607,0.5779292603128998,0.725015926165228,0.7945330255468441,0.8625684836795529,0.9798635156327964,0.9830859749175431,0.963080988407591,0.9999970463249053,0.9191376558143132,0.8965336298918962,0.7935437915121817,0.9849818142794593,0.9512018875582724,0.7945200265867545,0.5306389708518653,0.5580334150466366,0.6511718031287588,0.6921820482018535,0.7688126180641124,0.7765099633275194,0.768786856444517,0.8368683270092778,0.6794552687118429,0.7400052035815019,0.7730212318853096,0.8102675544480342,0.7737420863752842,0.8290794202102334,0.7004545440728387,0.6930322104047257,1.0,0.5280106208329176,0.5399730984662803
2004.02.12.11.12.39,0.7177763043325047,0.44360351827034517,0.2593856655290103,0.23116957750571987,0.9053496222228503,0.5,0.0472972972972973,0.09438775510204081,0.8970401691331923,0.7021366617304844,0.8693998309382925,1.0000000000000002,0.8297917104986324,0.34613778705636744,0.9407205697528278,0.6494457226521648,0.9132343717332218,0.6702883409945675,0.7904702455264253,0.38634907071138647,0.008865627002777186,0.3234092863284609,0.21403396347324574,0.3125,0.012171477811288238,0.3749065670048052,0.3994872890408033,0.5370926243567753,0.24858576155406126,0.09665986467618946,0.2990604313474269,0.6175936799402157,0.26430868167202576,0.1626441691584793,0.15736704446381866,0.5631192074145094,0.05604623269000109,0.11671991480298191,0.5766823161189358,0.031502071070416394,0.04253926701570681,0.22798424023000746,0.15837813620071683,0.11516608391608393,0.5016501650165016,0.6669862575902844,0.2820157681653527,0.6285746453501463,0.5284968573559177,0.5564380803221836,0.9979881524533364,0.8262720885671705,0.6340892153731502,0.5818799546998867,0.8422229676842223,0.2873070666946014,0.37439953965147277,0.25118558861490325,0.3567316156368834,0.2691425286812983,0.17753848127260285,0.251752551861965,0.43246472600551744,0.4282082618840328,0.44332308775918117,0.39699705784636574,0.4408022786465491,0.3673400861245222,0.4799421891710707,0.5074079425462443,0.27640836663103974,0.3733161819234958,0.4765007139493518,0.49375616108638853,0.4481901634477605,0.5058413434112623,0.6341424325499032,0.6986379633532875,0.5150092939386921,0.603889036096612,0.602224966125636,0.5511976466571098,0.395505650914461,0.3736830793881931,0.43121592002782494,0.4477970640589146,0.572442978545153,0.6344745958887206,0.6401953943232179,0.6363361870788022,0.6555384141610046,0.8122336879948922,0.7936635541722912,0.7856665903793321,0.7311813642092431,0.768386828767678,0.792690128513446,0.8384366088372137,0.8722004463361146,0.9221612839054343,1.0,0.8953001489759411,0.9283216205879934,0.8740429603922804,0.8665343490084956,0.8968057067301718,0.56499372457683,0.6449143347999069
2004.02.12.11.22.39,0.6921266758760218,0.2960905311150394,0.42320819112627994,0.40595555619836277,0.508335593000794,1.0,0.0472972972972973,0.04400510204081633,0.890274841437632,0.05056060926591919,0.9482248520710059,0.8480878935136277,0.9095308226383337,0.6991649269311064,0.3523250942605781,0.9895419368332985,0.7445118126698724,0.02361053071458421,0.7715355805243446,0.34511856440931427,0.42683187353129676,0.9994625967325882,0.3302360354587205,0.19925213675213677,0.3064411891426109,0.21708489054991992,0.25069429609057897,0.2911663807890223,0.377628348809905,0.09665986467618946,0.15631005765534914,0.5454254297000107,0.4990353697749197,0.5261640324647586,0.5629904097646034,0.0757430488974113,0.15712572238578126,0.2701810436634718,0.07355242566510171,0.6048615652932199,0.5926047120418848,0.23437333617293155,0.015120967741935484,0.11746066433566435,0.6398381773661237,0.557260040481517,0.661090986575751,0.07892366584102678,0.6740172579098753,0.5687437073498154,0.0011176930814798258,0.8446880987864593,0.28276376024699246,0.7105322763306908,0.6095270043609526,0.15704397959012817,0.40341782118893565,0.23458153452369335,0.15029425523077256,0.3403715174364379,0.23610387142366873,0.3864880445804719,0.31124062834835575,0.39783936096085215,0.4939975268493835,0.527074450810312,0.3590174316541761,0.4233768696804212,0.4998368839743099,0.6556056662262297,0.3863772931315177,0.29295736550677365,0.441228468342461,0.5148706773417451,0.4763659547822807,0.5347999046933078,0.4302189638848817,0.5316845834509545,0.6192343910193854,0.6733950049659376,0.6804318404010354,0.7195542249667222,0.6640530051470757,0.6097682739177319,0.671267018499281,0.48175616949884636,0.6087512118425735,0.4959371709011213,0.4897408598499302,0.5055501931257922,0.5252593425471006,0.6484702133310751,0.615049762028395,0.6624053150739879,0.6667266532033937,0.707914888992808,0.675833742844206,0.5295499833958393,0.5527866674885344,0.5927004346935352,0.6313861320093714,0.7063104095845008,0.7530152612521301,0.7588393522205485,0.8190031532889144,0.8860783574201694,0.533125345872163,0.4891283465605447
2004.02.12.11.32.39,0.7431854500759005,0.31867767773553324,0.31740614334470996,0.2890064803713972,0.4854708218730437,0.5,0.0472972972972973,0.04400510204081633,0.05031712473572939,0.8891474508144701,0.9182163989856298,0.3591802239594338,0.860509152114454,0.9286012526096032,0.6920821114369501,0.02363522275674545,0.7821450972193184,0.8295027162557459,0.6373283395755306,0.3866695150608845,0.5124973296304209,0.41799226139294926,0.05446972124319128,0.3200854700854701,0.9985997414907367,0.29770421783235457,0.555650502029481,0.34680531732418524,0.4979186679474864,0.1153474385135861,0.3749733077087337,0.21842639051991034,0.6490889603429797,0.17887654848355403,0.22765911072362685,0.26675189091296475,0.2618035110674954,0.6086261980830671,0.36921529175050305,0.5130804447351209,0.6601221640488656,0.07720157597699927,0.12231182795698924,0.29217657342657344,0.2331523474928138,0.15020773410035154,0.637012571915619,0.6041432109885161,0.20336635772877382,0.5188499832195994,0.09075667821616185,0.5958058335107516,0.8455232620036197,0.0494903737259343,0.553170077155317,0.851417453999513,0.42396181780641706,0.1525230159258092,0.16226787449316138,0.2923878306526111,0.41276847331939615,0.5747510250197216,0.6159769510913082,0.6557497652713882,0.674062097840527,0.7933998595989427,0.7063030674678137,0.7866434394272179,0.8328639537449698,0.7556189559249527,0.41160499276151175,0.1800144584037522,0.31593330117260354,0.38852485401704895,0.33096783568587673,0.30938936069312684,0.40081312791648704,0.4265629950922629,0.5481597141747696,0.5371976805720662,0.5850991899836009,0.4544425763894342,0.446650646289525,0.4367907986918538,0.5280413593050306,0.5563766546401503,0.7122074150528057,0.670528718559547,0.6320047701236344,0.6808729518972898,0.6197981649552706,0.7093973985749189,0.7722980027597708,0.8453266493288991,0.8074658703566082,0.7379113875229963,0.7806920824967203,0.8122843689675148,0.7657400935991068,0.82132116214482,0.742396940992772,0.7415337266114701,0.7662402172919269,0.8002155990642834,0.8045814777069262,0.7609222902786463,0.7171024589485828,0.6103586141887511
2004.02.12.11.42.39,0.6050860877824178,0.31202578132997133,0.341296928327645,0.33034235152262537,0.518024808791651,0.5,0.0472972972972973,0.9470663265306123,0.0002114164904862617,0.9504971440660037,0.8453085376162299,0.8755546165222903,0.050073637702503684,0.7599164926931106,0.6263091746962715,0.7088475214390295,0.0863474806606732,0.7900125365649812,0.3516437786100708,0.38346507156590476,0.47361674855800046,0.42035683576956145,0.020826658122396667,0.10235042735042736,0.5102326583369238,0.35675387079551524,0.34223456526383256,0.28409090909090906,0.3087842886113779,0.5678230050477929,0.08039718129404229,0.5278103982064696,0.5544480171489818,0.6171507902605724,0.20074106364428945,0.503249174390114,0.5315668956493294,0.25708200212992544,0.13469707131678965,0.644538914323087,0.1404886561954625,0.13204131615376424,0.19646057347670248,0.12740384615384617,0.6406898754391568,0.2045381911153723,0.2992755167270403,0.2267507318171583,0.070629594119527,0.07215572211656784,0.9987705376103723,0.591121992761337,0.6671989779623124,0.5789354473386183,0.61209884826121,0.5976569834593006,0.12015126410996624,0.35770889651473814,0.32404314740072304,0.11205649350005586,0.17921156675769878,0.3009996845155032,0.4305526765393952,0.5361643378874987,0.3168448343051984,0.3718083303409805,0.3777029668988714,0.34406093463413967,0.4692281779657699,0.4634783586166926,0.4202300468721516,0.4821506929931525,0.6338523993580232,0.6913342180340027,0.6111636682663826,0.6903434457638076,0.6597715218733211,0.7795986639845771,0.826982462337142,0.9467088939600861,0.8412846157629907,0.7587161397098772,0.6809817585460367,0.6253354422885744,0.6540434746401576,0.5253494522148188,0.6031889524982743,0.6648858040221368,0.6886928161941972,0.7547474593965307,0.7990322779531236,0.9074527247975279,0.8540184336039425,0.7328416396963835,0.6667198175727571,0.6972146641885035,0.5277234588368214,0.5242096108324419,0.6057519765374417,0.67774648357807,0.7390340156548172,0.7496407298202121,0.7724116787489979,0.7487587346260864,0.7837829547765756,0.6585461082435575,0.6136903384417458,0.5929708065386343
2004.02.12.11.52.39,0.8069662223204279,0.24436055000231122,0.24232081911262804,0.20360328559895868,0.46320657894848694,1.0,0.0472972972972973,0.9328231292517007,0.0002114164904862617,0.8616458641844722,0.9511834319526628,0.6442002957954786,0.05659583420997265,0.6966597077244259,0.754084625052367,0.02363522275674545,0.3527075057495296,0.8286669452569996,0.8990844777361631,0.38239692373424483,0.41358684041871396,0.31341358555460014,0.30535084908683113,0.07264957264957266,0.509478672985782,0.35333689268553126,0.05298013245033112,0.49839193825042877,0.6399829224036716,0.21018150574589195,0.2416186205423874,0.28910003202733003,0.17041800643086816,0.6166168304143528,0.5637532693984307,0.25482049643123467,0.6645949187656743,0.11501597444089456,0.08663089649005142,0.9984739481142357,0.525087260034904,0.16238952188265363,0.5314740143369175,0.6196459790209791,0.27477909081230706,0.22882710131032277,0.5959940336671639,0.8210988516099977,0.14765100671140938,0.5876496252377224,0.6360791326701688,0.20395997445177771,0.6871074204194613,0.8436013590033975,0.9004808229900481,0.5278007240197218,0.4165327524611686,0.13190866862464712,0.20899976559649347,0.4162530130145532,0.23766733650871563,0.362759242602378,0.515726708920174,0.567626099850906,0.6684010890989578,0.7180618357341362,0.6364210127429546,0.5580147775416471,0.5456879324736517,0.7326576537486909,0.5630044373429457,0.4188733509107929,0.5357116667914013,0.5635306712690422,0.5258814663222919,0.5708279067780428,0.5546534025652803,0.6446140109206171,0.7229500108853908,0.7580066499667315,0.7545935670733313,0.8006748203771501,0.8319280390220198,0.8255476257100884,0.696831174543624,0.5092962256682725,0.5942385715263869,0.6593215141015492,0.4984156371917834,0.32954394403324816,0.3886833364568463,0.5009971609791535,0.584718414420041,0.654140492376877,0.6592619869646499,0.6006029852009092,0.5982475304870292,0.6292088775783737,0.6935668647419835,0.6234222722333671,0.5197022838605831,0.5705496063397781,0.6637856409531202,0.6317433837861748,0.22946807279998938,0.8008260207728295,0.7739951049408909,0.5137989278160369
2004.02.12.12.02.39,0.2748736249668067,0.16481784993438853,0.21501706484641647,0.23389442512389147,0.25542929350236676,1.0,0.0472972972972973,0.04400510204081633,0.05031712473572939,0.8910514068119314,0.9465342349957735,0.7080076061694486,0.8491479065853146,0.3559498956158664,0.7331378299120235,0.6450533361221501,0.915534183566799,0.6784371082323444,0.772367873491469,0.5123905148472548,0.4199957274086734,0.30266552020636284,0.20602371034924702,0.3215811965811966,0.011632916846186989,0.1790710090763481,0.0467848750267037,0.27476415094339623,0.29469527164051657,0.15916657716679197,0.10217809096732863,0.1450838048468026,0.0729903536977492,0.4993592481845365,0.2379032258064516,0.2257377223820177,0.653254824991822,0.5410010649627263,0.505365526492287,0.6042075430564638,0.3804537521815009,0.2655734213608774,0.5468189964157706,0.22159090909090912,0.6382412434791866,0.64994140833067,0.1304069891327509,0.5645124971853186,0.6246937253648662,0.580489987694373,0.9991058455348162,0.6733021077283372,0.5547748323219419,0.06058890147225367,0.7008833724700883,0.20245584539382633,0.46686493564592313,0.4547138497610057,0.29571366239504404,0.31629635058381966,0.41187028459005126,0.20156051400967878,0.3587095672835017,0.37010662133086303,0.37792133891668334,0.40836811351989244,0.3237394608862716,0.31660902586245143,0.27060763802665155,0.3752879782791001,0.411265818636803,0.5222235511275324,0.2688919834085808,0.2942088491027435,0.2563706765546505,0.14922228673973637,0.17797761272370538,0.2596564067170517,0.3039664780428257,0.31120876812724685,0.33200588865266134,0.27687370788002363,0.26216043094201735,0.26789461894932254,0.3119515153751258,0.3014262833819168,0.414546561567791,0.45920106620440215,0.4165026632051463,0.46201082017443174,0.4775537623424353,0.4486322948558783,0.5532565328926027,0.4811297399114167,0.4320514770295203,0.41862049763619424,0.38425844732307235,0.4899208159443291,0.5486359115376707,0.606077990196479,0.6467014526913055,0.7466393903051194,0.7600869809132247,0.6920071141467246,0.43164135082467014,0.34118280549562385,0.42491515007977476,0.3885177497312462
