rms,kurtosis,peak,crest_factor,shape_factor,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24,m_25,m_26,m_27,m_28,m_29,m_30,m_31,m_32,m_33,m_34,m_35,m_36,m_37,m_38,m_39,m_40,m_41,m_42,m_43,m_44,m_45,m_46,m_47,m_48,m_49,spec_mean,spec_std,spec_centroid,set_id
-0.378168473,2.412410806661136,0.6064201550706707,2.560273798,1.304053975507054,-1.398564248,-0.51442023,0.068636857,-0.187926928,-0.097298504,-0.030880877,0.1255406171028625,0.25609746901164365,0.1971616435310164,0.3278250411788074,0.21767085265748498,0.470897783,0.7905847077162321,0.7515707565822611,0.7952734489961185,0.9890780976162604,0.8834606349290581,0.6634676222258837,0.7359486373514108,0.7301277586791287,0.7533295339488294,0.7362416392384652,0.8073820786051581,0.9089673570496977,0.898063384,0.5710229231183809,0.590144918,0.5390713813238961,0.581439317,0.6938810257995076,0.7330917851789898,0.7838175808244947,0.8899863685061077,0.7163405802944169,0.5964916544873565,0.30147318820458185,0.13090235183481513,0.2350761320586723,0.3209807999354743,0.3810823039614937,-0.035749941,0.093244717,-0.086015773,-0.137539864,0.013031208937812197,-0.596408953,-0.60227973,-0.700991897,-0.545159272,-0.540100233,0.18967016024473735,-0.513707028,-5.458076662,3
-0.410945929,1.9606052572820891,0.095767348,1.3476050557157695,1.3105972482567814,-0.903192399,-0.568488135,0.3678235460699805,-0.619520452,-0.602023446,-0.439617366,-0.637739339,-0.485863623,-0.424485116,-0.321449994,-0.220313386,-0.351948157,-0.140439984,0.10761150764169772,0.14065729126489798,0.33228622015448955,0.5952412542348043,0.5091185212785163,0.18754083469676358,0.362357173,0.2850764616842003,0.15704973020610385,0.24496394466347696,0.35571293075308763,0.4222578926175469,0.4277027595749041,0.5403483251355516,0.435670045,0.49183619369699894,0.40655467582308186,0.5015131377573887,0.5626920118468773,0.35999023123530854,0.44063071385714436,0.38201891386252607,0.4457081316878583,0.3296431149664446,0.4112493149606803,0.5092972486950357,0.5795743228769966,0.5536806908512378,0.5076992087248068,0.578313976,0.4437219248534486,0.5720363651948713,0.3113945010114291,0.11606456929753983,0.044509728,0.053983487531518375,-0.133660408,0.2022953413231758,-0.545469767,-1.247568796,3
-0.376762706,1.0718215588019193,0.2528912885480226,1.6353673807471938,0.9684436678299291,-0.692195943,0.099256927,0.046190463,0.5900653730929863,-0.137252096,0.049730743,0.13853413315805016,0.22379814925640887,0.3535322102315849,0.4215506560382238,0.3358864582925325,0.42590025819159577,0.6663586203128206,0.3004493614953539,0.5070354712800341,0.7238753036411877,0.6624278722938609,0.32716016253903407,0.5154524474757234,0.690622047,0.7358673863725531,0.8086131723036655,0.6398341396404881,0.5800696718173525,0.7028576961120341,0.34422911412558826,0.4057898357593314,0.45383434228021213,0.5173406937180764,0.6365346622982214,0.671605979,0.7140584829851604,0.5744308571338766,0.6850077804244951,0.4806183490645342,0.4839926311739527,0.5762070754739198,0.6372116358543134,0.5071715539585792,0.6198987596960763,0.7040830230338064,0.7905210446411883,0.6973491841871803,0.8250716063913097,1.0110264188907339,0.9364777022393299,1.1183747075319443,0.3849244506168879,0.371187089,0.27460227989689223,0.18700997209860756,-0.51491253,-0.697662271,3
-0.33865779,2.0432667160378353,0.4951240304246523,2.1183298779784754,1.0854753240985626,-1.440076364,-0.273065526,-0.492577751,-0.304779872,-0.547952343,-0.348043357,-0.300789416,-0.143870324,-0.01002871,0.10087001082344337,0.30298562697101566,0.5327035671646126,0.6798968909791872,0.7685216550930744,0.9069389651529068,0.8304746231217912,0.9492512335298869,0.20234620280714405,0.26654443484515083,0.21664715136494261,0.1863931952302596,0.24648309221863896,-0.250666503,-0.228547255,-0.147465292,-0.084744059,0.006553117,-0.060346886,-0.067624179,0.013489780713478729,0.032712071,0.018065639173730774,-0.092234936,-0.148698297,-0.0908723,-0.161473492,-0.133562084,-0.064603976,0.013159707954914295,-0.272675499,-0.202157965,-0.079887256,0.009934441,0.13979288150021976,0.2392081115255279,0.1817320478674765,0.16275991589932964,-0.075069375,0.063046528,-0.090915628,0.21751665506170276,-0.485346005,-2.477739828,3
-0.396305105,0.058463306693347074,-0.624384047,-0.592429776,0.804344423,-1.151758245,0.078645726,-0.162674985,0.20046731074548466,0.23906593024942832,0.098748373,0.31022788966330733,0.49740618778951873,0.4016354563510753,0.4179260851810287,0.24483328278225236,0.38220659795857953,-0.177499083,0.066861361,-0.050341361,0.12400432929182505,-0.419973775,-0.398750771,-0.407562677,-0.516141927,-0.42297338,-0.375984344,-0.485485448,-0.399807691,-0.382194107,-0.286142675,-0.196273812,-0.116085691,-0.105854112,-0.088332688,-0.066322327,0.016540266014210676,0.027225581,0.055034287,0.1214272106595439,0.10079163434531528,0.017507483005730285,-0.184647466,-0.189409413,-0.085493233,-0.032019265,0.021155190470925952,0.059342713,-0.119783406,-0.138173906,-0.166288937,-0.007803647,0.16514627097297896,-0.090506089,-0.561982519,0.013606584279523978,-0.50242526,-1.677287756,3
-0.384066954,0.8874605423040816,0.043392701,1.1157424245000749,0.8212442711230548,-0.506307026,-0.177172376,-0.437446919,-0.294760214,-0.179234044,0.035261229275393075,0.1907088717926697,0.3374752806780136,0.42084974833749184,0.1911107764951075,0.4018429559466431,0.30398109163910325,0.48729106830180785,0.34092232061254274,0.445424258,0.10806209538319522,0.22694921789432332,-0.014617518,-0.168449535,-0.489138905,-0.494949123,-0.400834061,-0.531695808,-0.567616344,-0.482714482,-0.403922987,-0.389598391,-0.29387141,-0.371303603,-0.29379609,-0.245357419,-0.371815707,-0.295823168,-0.21350685,-0.304430029,-0.416501672,-0.341062631,-0.336364562,-0.351377316,-0.397764694,-0.456334903,-0.385499318,-0.27194917,-0.195837282,-0.482436265,-1.101015524,-1.103123445,-0.949214581,-0.840955872,-0.647719756,0.066883275,-0.500578519,-0.577752025,3
-0.359950887,0.874061841,-0.100637578,0.661541793,0.8953926865801674,-0.794130525,0.2924778353563929,-0.378863907,-0.050050743,0.23130861587975757,0.3523697721516358,0.35762142783060585,0.5162184181227374,0.613511267,0.6552333421981342,0.20860107610128167,0.39260679199390036,0.29411223082079163,0.5231731747108471,0.3608692913513634,0.3674056265970208,0.5459365228465928,0.6626573917933992,0.3776005322995269,-0.106817466,0.048006291,0.13784533974084268,0.28280743991362034,0.12227416255459549,-0.074976191,0.022237585983180895,-0.067051379,-0.037147636,0.05738023,0.088395108,0.039527490770854226,0.1304630679192453,0.2389977711735197,0.33692329196308546,0.20581190984487807,0.3136149171139152,0.37312814055490534,0.48702565906381656,0.2997343122231892,0.38221065616648436,0.43622472110754923,0.3024158679681312,0.3130862698058956,0.343343309,0.5187511074683543,0.6718202711958233,0.8000837295696146,0.9486977456393111,0.8273567235776113,0.42568303741400043,0.10311939828083386,-0.485266181,0.13597382508806924,3
-0.417381517,1.1993739478640615,0.14159516390200355,1.4919472930436057,0.9971843350929895,0.21365608493770805,-0.028782904,0.13864047552981712,0.4600061431982793,0.43434691812444004,0.2232681864466829,0.14913717630885015,0.1934066944303329,0.2110092503155644,0.25802035336750795,0.3532141540286132,0.26003067244565664,0.1779083040829262,0.3113830440726305,0.47951641877865775,0.14081091434779802,0.098774371,0.10372716843214343,0.097405756,-0.110793024,-0.25035992,-0.186936086,-0.115630321,-0.226636951,-0.422988978,-0.353775224,-0.34343387,-0.270614385,-0.333394769,-0.248172462,-0.197819842,-0.180278102,-0.156595757,-0.095972745,-0.123766231,-0.079812961,0.010585735435110086,0.095525167,-0.172122389,-0.08825997,-0.218545981,-0.223783769,-0.111899632,-0.090029983,-0.027585587,-0.025777104,0.078835143,0.16758086152879226,0.087654885,0.1977867831536372,-0.007846936,-0.518675076,0.5986360556608448,3
-0.36745405,1.4569757903266418,0.331453259,1.8049748056704842,1.2232167440609407,0.4308462544183209,0.2979985669828005,-0.493298575,-0.174947199,-0.036901015,-0.380155489,-0.211831553,-0.210364611,-0.103056679,-0.18522763,-0.151177799,-0.220508894,0.00035356,0.21948545199869254,0.45930703863396044,0.45463258312715255,0.6768711844020809,0.7950345500782678,0.6374236264753865,0.6071902539242583,0.7187068722278385,0.40609773754178713,0.38077191407629407,-0.092087281,-0.221410298,-0.127184637,-0.136091684,-0.043839107,-0.079166998,-0.306152183,-0.271813998,-0.180806981,-0.285422491,-0.205401432,-0.12346145,-0.019946332,-0.001741544,-0.137426916,-0.049761368,-0.16454062,-0.149361197,-0.085252522,-0.213397564,-0.164800622,-0.317354602,-0.196963872,-0.141774167,-0.349012147,-0.285406989,-0.234565084,0.10079056394740715,-0.491601101,0.7421137233122241,3
-0.42110163,0.8606352650109214,-0.244667857,0.4823179593852472,1.0212487427538048,0.045673022443969945,0.46047734981993826,-0.245604686,-0.429998032,-0.179661539,-0.020850166,-0.000952237,-0.007137281,0.083641877,-0.07039135,0.050675361,0.2922649562155697,0.4117146726057693,0.4488385317210161,0.5026158842683154,0.28589711574569915,0.5251862634121459,0.41995849748200853,-0.142717601,-0.538663013,-0.398826084,-0.811233429,-0.770385856,-0.654893312,-0.719007322,-0.640986006,-0.651538016,-0.65909393,-0.56892196,-0.50857386,-0.426406603,-0.347773597,-0.272853779,-0.408031206,-0.403949524,-0.330188141,-0.637219983,-0.652421667,-0.758579048,-0.660069967,-0.566447366,-0.45289059,-0.593771732,-0.487897143,-0.430500868,-0.327411042,-0.297772507,-0.243543028,-0.249670545,-0.226606955,-0.035531567,-0.516389992,-0.04180505,3
