timestamp,set_id,rms,kurtosis,peak,crest_factor,shape_factor,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24,m_25,m_26,m_27,m_28,m_29,m_30,m_31,m_32,m_33,m_34,m_35,m_36,m_37,m_38,m_39,m_40,m_41,m_42,m_43,m_44,m_45,m_46,m_47,m_48,m_49,spec_mean,spec_std,spec_centroid
2004.03.04.09.27.46,3,0.07976827615574612,1.2933290216859614,0.569,7.133161545186682,1.2943373006244718,984.375,49.8046875,462.890625,207.03125,4441.40625,1880.859375,4567.3828125,3606.4453125,4062.5,4300.78125,4178.7109375,3336.9140625,3209.9609375,3016.6015625,3490.234375,3962.890625,3749.0234375,674.8046875,4666.9921875,563.4765625,325.1953125,3864.2578125,1708.984375,4856.4453125,1102.5390625,1391.6015625,2899.4140625,2729.4921875,5291.9921875,856.4453125,2097.65625,1268.5546875,1544.921875,2591.796875,5991.2109375,4958.984375,2397.4609375,5075.1953125,5186.5234375,1992.1875,2264.6484375,5491.2109375,5889.6484375,6217.7734375,5691.40625,7540.0390625,8582.03125,5590.8203125,5393.5546875,8433.59375,290.2058515404876,99.37198063907007,64.5318608354182,51.54683803351654,49.03601377497331,47.09655738004454,46.425413030805224,45.59857581276755,43.208375257568306,42.627375284685975,40.148432943997875,39.99486718781444,39.98825029244629,38.14952687936034,36.870512040106284,36.34698912023204,34.46689494774482,32.180142679107284,31.42762379619366,30.41842429809935,29.645324734677082,28.788032047389873,28.38719863314568,28.144413205126774,27.48124422625448,25.545513830193265,25.109615435954296,24.412634813389783,24.117277052647946,24.082579693242657,23.774802995288734,23.50396527635633,23.41668916722359,22.366904303183983,21.537969821447913,20.18338611308997,19.275174958303516,19.220864922821672,19.0950526241144,18.878999078760835,17.395842610745603,17.376948933244048,16.55687921109582,16.05806769098836,16.02177858270786,14.19663924726564,13.76092250898107,13.0979276688161,13.004590902092971,12.581853131793398,8.283078602236603,7.883336884402582,3812.975115307739
2004.03.04.09.32.46,3,0.07867805834687569,1.1576125950323632,0.491,6.240621722453801,1.2945512408574393,985.3515625,49.8046875,1883.7890625,3481.4453125,4339.84375,4466.796875,3993.1640625,4580.078125,4235.3515625,699.21875,507.8125,3159.1796875,3352.5390625,4137.6953125,3853.515625,3583.0078125,200.1953125,1610.3515625,2964.84375,3716.796875,5319.3359375,319.3359375,821.2890625,5076.171875,2847.65625,5490.234375,4813.4765625,1785.15625,4678.7109375,2454.1015625,2105.46875,1088.8671875,5995.1171875,2747.0703125,6097.65625,5843.75,4934.5703125,1299.8046875,2260.7421875,9247.0703125,5215.8203125,2603.515625,1483.3984375,5737.3046875,2002.9296875,6246.09375,8598.6328125,5624.0234375,7454.1015625,1201.171875,329.5391847474328,97.93690157416327,70.78504038331133,45.40190079310999,43.07212071855459,42.677305399048,38.821254570418496,38.80051518968035,37.92949771482163,37.476999388387185,36.96421807922261,34.86181017571783,34.844144088995364,34.79188241482284,33.577988853461186,33.14017974339732,33.08463500928079,31.451086440240186,28.87157589720727,28.73555712616251,27.52760673503649,26.202073599502587,25.91815101018846,25.76445103575048,25.470461055936617,24.950169358465057,24.906386656757107,23.999572406671458,23.766947022116618,22.985514458482267,22.91304613515555,22.70328587101098,21.55868985606273,21.431651140237598,20.834905494500315,20.639515412754736,19.879457994231977,19.736411407055797,19.627279561127466,19.421248951626346,18.94600979418896,18.435383697266502,18.203190906389626,17.459925885679713,17.336674076990032,16.282807123014464,15.386235743509804,14.758971028056392,14.306292611224753,13.437612394384319,8.299035338288151,7.643474275496571,3962.265759113866
2004.03.04.09.42.46,3,0.07981503366916146,0.8906336971603053,0.515,6.452418502192316,1.2833641148568977,985.3515625,49.8046875,463.8671875,1887.6953125,4507.8125,4255.859375,230.46875,3598.6328125,4386.71875,340.8203125,3487.3046875,3948.2421875,4122.0703125,3699.21875,3149.4140625,3831.0546875,3388.671875,1101.5625,821.2890625,621.09375,3267.578125,6015.625,2909.1796875,4612.3046875,4901.3671875,2805.6640625,9258.7890625,2471.6796875,4778.3203125,1572.265625,1263.671875,2629.8828125,5788.0859375,3039.0625,5429.6875,5885.7421875,6149.4140625,1392.578125,5598.6328125,2311.5234375,1673.828125,1772.4609375,2145.5078125,5318.359375,5095.703125,2000.0,5197.265625,8492.1875,8707.03125,718.75,346.29264765996004,115.66029872893814,64.06271786230486,62.62372771323517,48.56391713551871,47.96812884970576,46.55486062638078,45.30264016859356,44.536237199186736,43.37085396697037,41.00787914142165,39.714164750131765,39.30187516959289,35.79735124473754,35.42076135232757,35.05212717740673,33.4068526558534,30.59161997209229,30.399923569942185,30.237651644298943,29.566350550790116,29.111154270608036,27.6516536436326,26.729577622720136,26.656293024346304,24.60342419627317,24.357229452717732,24.072134217466857,23.866664442512768,23.863620653313482,23.54600031396696,23.251372718952535,22.310451061825756,22.26061829840302,21.158124871218106,20.760586503552044,20.62915028814412,20.397658926043373,19.621271843766277,19.531409152817236,19.341558900192528,19.157654704183305,18.498178532376528,18.379646029410335,18.36926928148568,17.71927278925201,17.65404511304452,15.517445048784204,14.995451352945654,14.297209694331594,8.279716438966902,7.87423330166136,3981.76362061317
2004.03.04.09.52.46,3,0.08108244923667976,1.1824430067431582,0.552,6.807885124297509,1.2871906067004022,985.3515625,49.8046875,1873.046875,232.421875,4270.5078125,463.8671875,3561.5234375,3724.609375,4393.5546875,3453.125,4148.4375,3955.078125,340.8203125,4563.4765625,3196.2890625,3841.796875,3338.8671875,2970.703125,624.0234375,1149.4140625,1629.8828125,874.0234375,3097.65625,4728.515625,752.9296875,2850.5859375,2705.078125,5764.6484375,5874.0234375,1341.796875,5102.5390625,9249.0234375,4872.0703125,1771.484375,2534.1796875,2175.78125,2315.4296875,5664.0625,5316.40625,6172.8515625,5211.9140625,5540.0390625,1981.4453125,2422.8515625,6019.53125,1475.5859375,4995.1171875,8458.0078125,8832.03125,8641.6015625,286.9097218125244,105.7780561202428,52.802142100906565,49.883110549979165,43.71103164274485,43.667402034640176,42.17811018338364,41.933956022554874,41.44896368195688,40.827053919395205,40.768684880905376,40.380422487122026,39.37667694743263,38.237909941871514,37.43215613757123,35.57260209344206,34.78241747976345,30.002070726377728,29.23980002748795,28.068808285633573,27.081302499119516,26.601372958510648,23.742305129840716,23.251109842287303,23.06277595951418,22.821492046975035,22.727873167091705,22.01810915299998,21.57957047523744,21.484719869107273,21.16853065585838,20.731233872576237,19.973331039066696,19.432550315043013,19.28471808233771,18.719361238135274,18.471055210029224,18.343892483499797,18.22507722891137,17.093032632198273,16.958199497018313,16.93480413174828,16.794658656863962,16.726924976095923,16.553793335692582,15.984837729859208,15.491887817152147,14.492538242482597,14.325983035400018,13.527611550076106,8.318273279049118,8.097510761518098,3918.6479744561084
2004.03.04.10.02.46,3,0.07916502986246517,0.5862342468101951,0.381,4.812731084191065,1.277998691167191,986.328125,49.8046875,1887.6953125,4450.1953125,4218.75,232.421875,3500.9765625,461.9140625,3691.40625,4327.1484375,3946.2890625,4581.0546875,3402.34375,3205.078125,3830.078125,4062.5,2975.5859375,590.8203125,340.8203125,5906.25,1085.9375,1626.953125,5686.5234375,3097.65625,4779.296875,6168.9453125,2779.296875,1280.2734375,2056.640625,2333.0078125,4956.0546875,885.7421875,5222.65625,690.4296875,5077.1484375,5541.015625,5798.828125,5401.3671875,1441.40625,2634.765625,6005.859375,2468.75,2170.8984375,4681.640625,9250.9765625,8721.6796875,3303.7109375,1782.2265625,8549.8046875,7627.9296875,309.80265092910287,115.11323290531706,59.69730590314637,57.07671297754229,53.010538003321166,48.4981066372696,48.26535560407146,47.809515599657516,44.94471861060662,43.34210204927108,40.345908117923635,39.441596049146796,34.63938481135624,34.579408561647355,32.617322843523,32.12323610635891,28.215805368707592,27.162834887336178,26.097886184159425,24.71566714008336,24.325385577412526,23.82219925308955,22.711436596626793,22.51439028334671,22.07079759993766,21.984892718163355,21.9001002801534,21.79544660252516,21.43009919593785,21.095942820507243,20.800001117174606,20.725710608668134,20.392121936570213,20.123644710274647,19.980658330563426,19.54874977319306,18.93039115796476,17.99260179019134,17.652568860417894,17.604385988972236,17.405654066148834,17.192846547208987,16.91709998309782,16.10089183146369,15.66611294700615,15.185071882134174,15.105973685032263,15.027759884430157,13.992373555378729,12.535779966919327,8.060555060394776,7.968533391746907,3947.0293500500493
2004.03.04.10.12.46,3,0.0795720855380516,0.8352540799606056,0.483,6.069967837766775,1.278551252176609,986.328125,49.8046875,4191.40625,464.84375,3409.1796875,1885.7421875,3754.8828125,231.4453125,4363.28125,4000.0,340.8203125,3891.6015625,3574.21875,4509.765625,3309.5703125,3054.6875,3184.5703125,624.0234375,1631.8359375,2915.0390625,4634.765625,845.703125,2753.90625,4791.015625,1095.703125,1375.9765625,5768.5546875,5927.734375,2607.421875,9252.9296875,2325.1953125,4991.2109375,1508.7890625,6121.09375,5213.8671875,2060.546875,1204.1015625,5344.7265625,5583.0078125,2181.640625,5472.65625,2488.28125,723.6328125,4888.671875,1769.53125,7620.1171875,5096.6796875,6444.3359375,8600.5859375,8717.7734375,361.0525309668528,108.32326756703998,53.95440924139584,50.02576831741591,48.067853188013174,47.81168471420604,47.07465022277247,46.3441826954962,45.10788184267933,41.54288902648454,41.48739333753561,38.9536116475727,38.312489481130484,36.0083798266965,35.11087540601976,32.045397590171014,31.318357785790326,28.97725909410317,27.212357281009254,24.839229223251177,23.999868598619308,23.71125098966504,22.508570485255767,21.79251942751784,21.645992333379244,21.49563945674385,21.111108180248255,21.085237241439895,20.392245542969025,20.31144548776163,20.133770787225547,19.319502220706205,19.259614903532277,19.212709054980945,18.584653260750958,17.912858860399226,17.840137535947587,17.548622666099245,17.19480916234595,16.751308062104723,16.289729407119925,16.15433139818347,16.09610754395728,15.917468884971333,14.856336830250628,13.037033595307696,12.627722288134244,12.544865641866808,12.361941159434677,12.355260170014997,8.127890498210293,7.982479424233481,3986.015240229045
2004.03.04.10.22.46,3,0.08037421510114423,0.8312292869583202,0.461,5.735670319391239,1.2809756244875004,986.328125,49.8046875,231.4453125,4182.6171875,4404.296875,3432.6171875,4285.15625,3557.6171875,1889.6484375,521.484375,4552.734375,340.8203125,3146.484375,3820.3125,3694.3359375,3022.4609375,3292.96875,4036.1328125,789.0625,3932.6171875,2921.875,1630.859375,629.8828125,2735.3515625,4689.453125,1104.4921875,2399.4140625,2021.484375,2599.609375,5698.2421875,5930.6640625,6041.9921875,5348.6328125,5072.265625,4852.5390625,5596.6796875,1329.1015625,5210.9375,2233.3984375,1533.203125,1208.984375,5800.78125,888.671875,9263.671875,1788.0859375,2134.765625,8553.7109375,5458.0078125,8320.3125,4952.1484375,338.1988754805975,120.78879923419075,55.17882898805629,53.50988995960547,52.91887660637463,51.24025689631593,48.73751260418738,47.98187865696644,46.743917983867775,45.22454247933113,40.082494230315895,39.50647428006363,37.24513598815499,36.95864736680428,34.685589250578,33.31165147706737,32.84817639636415,32.17631561728381,29.75741612119376,26.588679079492525,26.455434874589304,26.116330420107804,26.08428610853052,24.760255839523786,23.369119340114352,23.2658882105237,22.427480089230524,22.110784339637764,22.06831235024679,21.77072228456959,21.193892383260135,21.138216687030475,21.13452844875874,21.0798585272246,20.25728029923213,20.221783176730625,20.011676784509127,19.958160410774585,19.035005011960067,18.88208156461113,18.63710764385194,17.91113066442994,17.5459156971918,17.2178377470494,17.21133615387427,17.111079652303477,16.933885519195805,16.773581663796566,15.986528661286114,14.615310307511873,8.173688673083273,8.098113575335027,4011.321591622553
2004.03.04.10.32.46,3,0.07846400293038443,0.9289487521179862,0.498,6.346859469326849,1.284303825806613,986.328125,42.96875,1883.7890625,464.84375,4337.890625,4207.03125,3519.53125,3396.484375,3629.8828125,4064.453125,3223.6328125,4447.265625,3738.28125,3963.8671875,1608.3984375,340.8203125,3080.078125,4600.5859375,3848.6328125,231.4453125,625.9765625,836.9140625,2117.1875,1289.0625,6025.390625,1116.2109375,1744.140625,2924.8046875,5824.21875,4834.9609375,9257.8125,5382.8125,2388.671875,5525.390625,2494.140625,5116.2109375,2011.71875,2814.453125,5710.9375,724.609375,2602.5390625,4703.125,4991.2109375,2711.9140625,5213.8671875,1493.1640625,6234.375,2254.8828125,8535.15625,8675.78125,418.21877683295105,112.2618448873071,65.99497804763321,60.771971930899376,55.31800258355096,49.84441274339753,46.66049319233332,45.02418493085185,43.32596586569669,42.07364941807989,41.13385423693032,38.679441239247645,36.60308498133435,35.8543601608188,35.282348761429546,32.20529484733839,30.70364910281873,29.536251218257235,28.451469587150957,26.570487477360206,25.106045978067176,24.66625617386525,24.33512165973686,23.259327492568982,21.89839597427881,21.703950641060032,21.299513828515114,21.178143223917537,20.5404613928653,20.48564495190827,20.310668930866644,20.013045788758014,19.74770229743271,19.611404049464536,19.176888297561806,18.977604905428276,18.90934517539935,18.812488299727146,17.701426089861176,17.59682768472751,16.91509999820802,16.567320910300523,16.492735011059214,16.172649653635293,15.926239497017352,15.507973576425828,15.30200109634614,15.03318436687145,14.379447322289433,14.135474626164424,8.033440347476025,7.845819689155148,4027.726059792587
2004.03.04.10.42.46,3,0.08012465081339669,1.0063289472184094,0.527,6.577251752738829,1.2916942293680074,986.328125,42.96875,1886.71875,4193.359375,3386.71875,4297.8515625,3547.8515625,3140.625,4420.8984375,4052.734375,3812.5,4575.1953125,340.8203125,3258.7890625,231.4453125,3707.03125,493.1640625,3041.9921875,3925.78125,4762.6953125,1100.5859375,667.96875,1621.09375,2400.390625,5206.0546875,5956.0546875,824.21875,2702.1484375,2939.453125,5749.0234375,9254.8828125,5304.6875,5634.765625,2122.0703125,5046.875,1420.8984375,2829.1015625,2535.15625,5520.5078125,6078.125,5849.609375,2260.7421875,1224.609375,1766.6015625,4861.328125,1991.2109375,8640.625,8415.0390625,6229.4921875,7729.4921875,435.46403070091833,120.93533138345289,52.787076443054836,51.73164066560264,49.74967805588997,43.320206212528284,43.06435078606062,41.324716265563076,40.65899213235321,38.55758364750379,37.466844762172414,35.68175130552497,35.62205787154107,35.37520027323426,35.18070163291265,33.73754015156588,33.47612076564475,32.80158905612289,30.968413249173306,29.855879334199894,29.488740532106014,27.31401558014103,26.51435572661059,23.838126521521836,22.750279827959524,22.645196102519872,22.14571428552222,22.084053590230475,21.534440396408396,20.26426763234919,20.035319834341347,20.011130757598366,19.29607639622408,19.24020396586602,19.17788739965502,19.166927430620337,18.87186335468555,18.13078620773606,18.047247349758404,17.388440603339905,17.097051827887643,16.92110230493577,16.24120746455189,15.992321555147715,15.24464297049828,15.114579682237933,14.802854333070485,13.882169590179448,13.568930511203604,13.225157545244862,8.170745301852762,8.050274172194477,4032.8133020107025
2004.03.04.10.52.46,3,0.07834026748592084,0.8271961205503611,0.439,5.603759268231963,1.2850906407810292,986.328125,42.96875,4280.2734375,3605.46875,1859.375,4152.34375,3443.359375,4549.8046875,3765.625,461.9140625,3970.703125,3260.7421875,4422.8515625,340.8203125,3066.40625,1085.9375,3870.1171875,142.578125,814.453125,565.4296875,4692.3828125,2916.015625,2798.828125,5914.0625,1631.8359375,4862.3046875,9254.8828125,5005.859375,6202.1484375,1972.65625,683.59375,2342.7734375,5647.4609375,1208.0078125,6096.6796875,1337.890625,2529.296875,5787.109375,1740.234375,5345.703125,8690.4296875,5227.5390625,2637.6953125,5480.46875,2153.3203125,1460.9375,8789.0625,8571.2890625,5116.2109375,8411.1328125,404.8806475559642,125.24786944357781,57.964025887710065,48.10028089961108,48.06280184619263,47.20500926104915,45.1652309720855,43.186743431068635,42.24439219893116,39.46852273037389,38.934349239936125,38.880524343924385,37.89491408320113,36.571061812332005,35.3985321535221,32.91368331415405,32.748661047119136,31.02994584915538,27.33229003010968,24.61261377354476,24.434593967540224,21.878912354098166,21.460707589420167,21.417075738990413,20.647404306251186,20.51089205918568,20.042085834718986,19.626264862142975,19.619597862664794,19.491384168622275,19.460045563291086,19.406556931469662,19.340138336513206,18.552850482144535,18.25841783067581,18.18581719714356,16.939653604073712,16.623725207541543,16.04396051385617,16.03473012675819,16.000140237546763,15.982227424398062,15.298581542032212,15.213093478113917,14.978499602336358,14.814806977538607,14.449895221237385,14.117164087258647,13.646571755943652,13.241913391603655,7.998450247223681,7.8630759512342,4005.0181423414992
