Vib_RMS,Vib_P2P,Vib_Skewness,Vib_Kurtosis,FFT_Amp_1,FFT_Amp_2,FFT_Amp_3,File_ID,Test_ID
0.12888705027471,0.896,0.03437157484715235,0.40543851957733956,352.74097989233303,207.24920304423978,96.92609677524689,0,1
0.12956208695061994,1.059,0.0010971366195919896,0.4457176371791842,385.75243466557953,214.68920393133527,91.34204939927612,1,1
0.1313388774598819,0.987,0.05307168803592046,0.3897116646700143,381.04940964680145,206.6055616087744,146.6452543307201,2,1
0.13108278894879277,0.8740000000000001,-0.0236535372455152,0.26196161292893105,348.5389989154244,206.43590963768324,81.47246765447969,3,1
0.13130738905302275,0.998,0.027080474594086086,0.32619163438186893,341.26540844916616,218.13940569219906,99.88071559295012,4,1
0.13171370523405823,0.876,-0.014676552606726477,0.32404101538282637,332.2423562061821,218.70803703102297,86.64953064926289,5,1
0.13103284248823602,0.8180000000000001,0.017206062062929482,0.24683324718305544,395.2782002776415,214.62922689038527,97.93413029855066,6,1
0.13077409347952149,1.167,0.04980565918762678,0.6912253543166456,376.2528795059772,205.09608811952728,108.32755536158321,7,1
0.1309602392993528,0.9209999999999999,0.035391632673236785,0.34234900949258096,348.1343777712333,215.8889583806686,92.80313215883682,8,1
0.1310096320185681,0.97,0.03539132403668514,0.439724761016167,329.12834311502866,214.85279685678233,103.66321571170522,9,1
0.13050809193512436,0.855,0.021062015761940528,0.25681166688630697,332.0816939052499,219.08201320811833,106.03401945245447,10,1
0.1314210076433749,0.966,0.02923810929910533,0.392492827569769,359.9721064500271,201.1484403851325,121.2884379375677,11,1
0.1297513133664261,0.9710000000000001,0.04945282187393497,0.40498158276511553,374.2413328867061,213.99198562555998,81.59807534945911,12,1
0.1316200429013734,1.052,0.005325322735283263,0.4837270756600365,346.17380713501814,216.90547991845187,84.52603138294236,13,1
0.13108482612653916,0.952,0.004168120732406376,0.3609694631001852,336.44610307953553,213.70647018604427,119.80913626324896,14,1
0.13039390162150272,0.974,0.048260798323384556,0.41063081235855625,335.35471977770186,220.76737798229874,92.3752986273667,15,1
0.13061621718380245,0.9380000000000001,0.032405268327393835,0.32281172917108725,331.5463955371033,216.08276533341726,149.2436886264504,16,1
0.1314557110021399,0.855,0.022616292038683313,0.35536739791401883,306.37002519899767,223.48206232020576,160.22754545839194,17,1
0.13107966309146463,0.857,-0.028136914126246873,0.2786704710532337,343.34137023150817,231.3241553850361,92.93958020745553,18,1
0.13155240051793526,0.827,-0.007852345196099703,0.2689837095840808,351.345618515529,220.87687937680255,99.21842330814765,19,1
0.13110149746177102,0.899,0.04041344594590496,0.3665577092103054,350.6079809744595,213.14991509047587,89.73174835156514,20,1
0.13032307304978893,0.908,-0.00377331110525322,0.3374088036480609,331.2818689788673,209.02806025128177,133.93523596339026,21,1
0.13109158129165607,1.05,0.053991334998864944,0.3662469863614981,357.4862287296754,224.39722046484187,97.5151809983515,22,1
0.13108060553142245,0.866,0.03031994702425748,0.4029923677269731,325.43682710561075,225.00509046350845,94.92265382393276,23,1
0.13170230899023516,0.9279999999999999,0.036823324792260435,0.3039457463669879,359.51193291552215,227.6098707911539,107.2451392389328,24,1
