timestamp,set_id,rms,kurtosis,peak,crest_factor,shape_factor,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24,m_25,m_26,m_27,m_28,m_29,m_30,m_31,m_32,m_33,m_34,m_35,m_36,m_37,m_38,m_39,m_40,m_41,m_42,m_43,m_44,m_45,m_46,m_47,m_48,m_49,spec_mean,spec_std,spec_centroid
2003.10.22.12.06.24,1,0.12461381908219489,1.0697168532225767,0.72,5.7778503644534815,1.1965547834713253,986.328125,493.1640625,57.6171875,4419.921875,3606.4453125,3734.375,1125.0,4609.375,3844.7265625,4098.6328125,3502.9296875,4272.4609375,5369.140625,335.9375,3963.8671875,3370.1171875,230.46875,847.65625,5472.65625,4875.9765625,1924.8046875,4719.7265625,5114.2578125,606.4453125,3255.859375,3131.8359375,5237.3046875,8874.0234375,1710.9375,5704.1015625,2444.3359375,4991.2109375,2918.9453125,2229.4921875,5887.6953125,6204.1015625,714.84375,2567.3828125,1825.1953125,6354.4921875,5602.5390625,6465.8203125,2816.40625,2687.5,6100.5859375,8014.6484375,2084.9609375,1340.8203125,2331.0546875,8416.9921875,568.0254487354306,125.3485275900518,63.72370907331316,58.84562207919537,54.14706946511409,46.42415119141833,43.61843724687262,42.59565700574959,39.53169929667752,38.554212185251934,36.98576147320933,35.61964370148575,34.30299432047155,32.86181810381469,31.569739908115334,30.21711769781474,28.966459735433094,25.991751919940537,24.923769932159274,24.862713565183867,24.250219207518157,24.039261574910746,23.605683952297237,22.392207522521513,21.83139432918387,21.64305962284103,20.954158427408636,20.606362452118603,19.16593993027962,18.88251823412505,18.66603900526784,18.470382462731408,18.213448370516755,18.189845981351194,17.607328273006402,17.373365746567565,17.33723713208587,16.580994649052066,16.46777658488424,16.090769888854783,16.083248544389985,15.91744369890898,15.89483259690555,15.380970235855589,14.74034334924219,14.29355832497929,14.235654871751759,14.091452501103715,13.647840354555656,13.615127291512424,7.7248576500980235,21.013221453920497,4109.334282172086
2003.10.22.12.09.13,1,0.12381119580648291,1.1621282658413783,0.654,5.282236357867046,1.1944897522304445,986.328125,493.1640625,49.8046875,4314.453125,3810.546875,4595.703125,4446.2890625,3692.3828125,5383.7890625,3976.5625,3563.4765625,5280.2734375,232.421875,605.46875,1125.0,3416.015625,847.65625,1872.0703125,4700.1953125,4140.625,3275.390625,5156.25,2398.4375,8886.71875,4893.5546875,372.0703125,5491.2109375,2018.5546875,5000.0,6247.0703125,2928.7109375,741.2109375,1718.75,2237.3046875,1595.703125,6381.8359375,8129.8828125,5933.59375,3121.09375,5595.703125,2649.4140625,1277.34375,6132.8125,2752.9296875,5827.1484375,1496.09375,5708.984375,7994.140625,2514.6484375,8517.578125,594.2719630327357,117.53484299837247,53.57264886057034,50.08253368775478,44.40873979324941,41.52372348896634,40.26201317672956,38.888282576807676,37.47002203425388,36.8317597452903,36.21040558388993,32.4428905354958,31.40424532376136,31.040632755203532,30.884115966799364,28.902235676763617,27.87710711675068,26.87921594600439,26.590713254853082,26.441288664638016,23.800495616675057,23.195086177071573,23.171661523632913,22.724646637553885,22.02395265088746,21.854325090498072,19.894671973397998,18.495906878141344,18.431472919981235,17.959055086254573,17.93635198986883,17.55382449487594,17.385141179003273,16.870364310434333,16.523347287131912,16.277299338687037,16.112108958464574,16.0313197971688,15.853424170915305,15.767178787873062,15.605284753484845,15.537848725919984,15.113430415146784,14.426566735938842,14.07511622186294,13.75256690841324,13.52009346590329,13.170269358538263,13.156904742879568,12.983823983606882,7.6465094100443745,20.97327623566037,4114.6884178004
2003.10.22.12.14.13,1,0.125246370877438,0.9868193618567296,0.623,4.974196023688761,1.192411135838513,986.328125,493.1640625,49.8046875,4479.4921875,4343.75,3727.5390625,4578.125,232.421875,3932.6171875,5379.8828125,3581.0546875,3412.109375,4031.25,4879.8828125,3827.1484375,335.9375,4188.4765625,1125.0,4688.4765625,5273.4375,8875.0,5493.1640625,847.65625,2459.9609375,631.8359375,5089.84375,1956.0546875,1788.0859375,1614.2578125,3304.6875,6084.9609375,5614.2578125,3058.59375,6276.3671875,2569.3359375,5734.375,3181.640625,2811.5234375,8282.2265625,1255.859375,2323.2421875,6521.484375,2915.0390625,2189.453125,6401.3671875,5893.5546875,8432.6171875,6969.7265625,1402.34375,6644.53125,605.5883888033959,124.74503507602742,55.49102460343428,51.337526314480165,51.160616344205515,50.33761681246718,46.422507425421806,44.090092174533304,42.53234415695834,40.123429633947616,39.51832566687965,39.10494236396612,31.399437985843168,29.629167911599524,29.23349692747491,28.649450411434696,26.752497874007442,26.270787198794896,25.666229637329604,24.41706513991895,23.412878721313444,23.31160529192829,23.285667339156372,22.787165993496306,22.695891660505968,21.820669637443586,20.028187137476465,19.988681362246233,19.614161608478746,18.01452504877025,17.66564020445395,17.396386206910183,16.880119119641314,16.234152689349916,16.047739667559252,15.978689857921292,15.840785017132513,15.735335142850804,15.533756609090482,15.494922318916752,15.424938092793761,14.734812966308375,14.721024632058821,14.44462014090347,14.419743178159363,13.841972306051806,13.711024602745825,13.341931046072284,12.92252792858271,12.781532790336593,7.6001595677319465,21.282137199062923,4123.966477274044
2003.10.22.12.19.13,1,0.1251974606387471,1.0348390929763482,0.598,4.776454705623049,1.1935217615602007,986.328125,493.1640625,49.8046875,4455.078125,3612.3046875,3807.6171875,5416.015625,4615.234375,1125.0,4340.8203125,4124.0234375,3924.8046875,3514.6484375,232.421875,5286.1328125,4877.9296875,5117.1875,343.75,3186.5234375,1930.6640625,4225.5859375,607.421875,4022.4609375,6212.890625,3305.6640625,4754.8828125,839.84375,5616.2109375,2931.640625,4998.046875,8880.859375,2471.6796875,1710.9375,3416.015625,705.078125,6449.21875,1538.0859375,1829.1015625,5518.5546875,1233.3984375,5976.5625,8309.5703125,6619.140625,2163.0859375,8468.75,7651.3671875,2366.2109375,2704.1015625,6100.5859375,6317.3828125,546.5060021188717,125.58431257730366,65.18866540264153,61.0418009760891,43.13402694900475,41.88834769595072,40.36636882489523,39.55437747952625,38.67924444791412,37.76445074638434,37.66544019020386,35.1110237811259,34.39095844224796,33.59753795945834,31.008243317519486,28.246801761594433,27.170878204385232,26.485336599833893,25.208608971805866,23.636777640554627,23.335656903583818,22.509521860281666,22.49598421619155,21.777609451838124,21.77172601568554,20.965991770106772,20.773758006377843,20.336946126830977,20.178326197994352,19.95404139060134,19.215797389835053,18.941863927366263,18.802484816568402,18.739159204876852,17.89714700067264,17.385264363610386,17.38500960631046,17.173095573467748,16.68419559689966,16.434725342527127,16.06216383256323,15.945410859148385,15.80532498075611,15.43425375222986,14.810089744673059,14.347973023878374,14.322991034074175,14.287430493079844,14.271739870552771,13.975107871344964,7.801319803710342,21.150075092058678,4106.793800066104
2003.10.22.12.24.13,1,0.12561814016563005,1.1107277714105175,0.623,4.959474795428128,1.1989239994986054,986.328125,493.1640625,49.8046875,3590.8203125,4497.0703125,3963.8671875,4601.5625,3690.4296875,4301.7578125,312.5,4102.5390625,5364.2578125,1125.0,3363.28125,3844.7265625,631.8359375,4710.9375,3489.2578125,4890.625,4204.1015625,2448.2421875,5474.609375,1936.5234375,5130.859375,5237.3046875,8877.9296875,156.25,4399.4140625,6203.125,3162.109375,847.65625,5855.46875,1797.8515625,6459.9609375,2552.734375,1498.046875,1234.375,2051.7578125,2915.0390625,1377.9296875,3021.484375,5612.3046875,2243.1640625,750.0,2708.984375,5982.421875,1660.15625,5718.75,6336.9140625,8248.046875,531.3254341805344,122.55765410088105,58.84069069540264,55.663741763353066,51.3595081622106,42.39447927848233,41.54404820015814,41.1390689881616,38.15598021878333,37.83368360547248,36.811088510364435,36.62796675314098,35.81964454977039,32.32195000894351,32.317225541414665,31.659595214042557,28.792026739835624,28.775620345938414,27.859394924039183,27.68699456502593,24.367201915037104,23.682716259117708,23.643345446178575,23.080026788110327,22.926512265757243,22.91088290100481,22.312320435143675,21.77746540479458,20.927717799271328,20.500707157527614,19.772461418386072,19.216467057298296,18.93730045012447,17.931420096045052,17.25155535747899,17.191864063076313,16.915061339965817,16.891549114937135,16.7417546106143,16.709676264173524,16.433454760456335,16.26869537028515,15.726778685614077,15.10579277751775,15.100196029818322,14.994888108948215,14.819682423282345,14.33712175229588,14.195570747306679,14.17832054491945,7.89403311507715,21.122500277260073,4089.113679799632
2003.10.22.12.29.13,1,0.12598810610870922,1.0954384831313382,0.564,4.476613050388668,1.1972882574446015,986.328125,493.1640625,57.6171875,4431.640625,3593.75,4322.265625,4097.65625,3489.2578125,4624.0234375,232.421875,3724.609375,1125.0,5450.1953125,3913.0859375,3378.90625,4224.609375,5312.5,3276.3671875,4879.8828125,4722.65625,606.4453125,1916.9921875,8877.9296875,5086.9140625,847.65625,4980.46875,1819.3359375,350.5859375,6667.96875,5551.7578125,5205.078125,3177.734375,2727.5390625,2397.4609375,2918.9453125,6291.015625,2015.625,5925.78125,2219.7265625,1713.8671875,2549.8046875,1236.328125,6512.6953125,5743.1640625,3075.1953125,6180.6640625,1565.4296875,6081.0546875,750.0,8490.234375,542.7056799478921,131.45061887357122,77.66770067725881,64.41326379658177,57.69564744916703,43.674428263650526,39.73901874607288,38.73950903256763,37.58548129534643,36.86696788457099,36.40087187322392,35.02760000045473,34.46985680738817,34.12792718248573,33.686944129470106,33.08147307318012,31.60828167512719,28.94965904146774,28.181671165728332,26.646900502801962,26.397856967385415,25.56321267086799,24.865324312091783,23.486594180015288,23.417196429343754,22.00731355630282,21.25159542180598,20.799483277119453,20.142070051571544,19.943024491407677,19.29486528727349,18.93787555530248,18.63902337374857,18.42646351076186,18.367466309812617,18.140352761169297,17.992509371163845,17.885057023191177,17.8605525613515,17.840038128555346,17.28641718473594,17.14525511629495,17.133421202285536,16.746540552374444,16.53852236057919,16.49399573517256,16.492684164488303,15.744323517511756,15.629809118075075,13.631774868408268,7.883741442864947,21.240465793949998,4090.1808249999617
2003.10.22.12.34.13,1,0.1254834547345162,0.8882823225693053,0.667,5.3154417959815,1.1946844042887994,986.328125,493.1640625,57.6171875,3658.203125,4566.40625,4438.4765625,1125.0,4269.53125,3985.3515625,4883.7890625,3837.890625,5458.0078125,3452.1484375,4683.59375,5339.84375,230.46875,4166.9921875,722.65625,3555.6640625,2958.984375,1820.3125,621.09375,365.234375,5104.4921875,8875.0,2465.8203125,1931.640625,5560.546875,1227.5390625,3342.7734375,847.65625,3223.6328125,5666.015625,3121.09375,2216.796875,6214.84375,5210.9375,4782.2265625,2809.5703125,1665.0390625,5894.53125,2583.0078125,1328.125,6075.1953125,1492.1875,6593.75,8341.796875,5004.8828125,2347.65625,2100.5859375,616.5990751551041,127.41501020991917,69.73749914875265,53.58055135880332,49.85823761222763,48.42294312945191,46.884075948704485,41.420925498894,40.63886845936241,40.321122237448456,39.27185342814769,35.31212046615413,31.96736329825234,29.156660364421448,28.77513223413057,27.855296705126253,27.104174909616088,26.6317544432403,26.219904307281706,24.967600163843706,24.927645562104058,23.144195733389815,23.039123490811573,22.818715920721377,22.35840712459745,22.263570932448648,21.359835039626223,20.515155837320354,20.19735561339619,19.83370830330168,18.87088248271218,18.762984222999606,18.466303472967105,18.109202691262944,17.77679138475615,17.549682489561217,16.943177670932293,16.871981274261447,16.70229345994411,16.681178682459922,16.560577028911705,16.503113804203714,16.05468049720245,15.420956160648926,15.319518534274033,15.137724636204918,15.057099482801915,14.734646808032513,14.618914231643709,14.100555046787013,7.80175550254364,21.180946386568817,4111.7107570259195
2003.10.22.12.39.13,1,0.12507391310834717,0.900486151205961,0.603,4.821149230996252,1.193794325678278,986.328125,493.1640625,49.8046875,3672.8515625,4369.140625,3797.8515625,4515.625,4619.140625,5419.921875,3556.640625,1125.0,4253.90625,4016.6015625,3455.078125,598.6328125,4115.234375,847.65625,5254.8828125,4876.953125,5130.859375,232.421875,3905.2734375,1911.1328125,3304.6875,4728.515625,5545.8984375,335.9375,2465.8203125,1639.6484375,3176.7578125,1756.8359375,722.65625,2357.421875,8890.625,4989.2578125,2563.4765625,6291.015625,2819.3359375,2132.8125,2662.109375,1437.5,2974.609375,5993.1640625,6144.53125,8141.6015625,5654.296875,3074.21875,5876.953125,6390.625,1250.0,604.136977052885,124.60316539782796,58.199958243877695,56.18984892526264,49.989953093330115,48.85132964467981,48.06947212300469,40.692454309397625,39.09797942238109,36.813953340745094,36.74088729508413,34.61457455234185,33.3630332382847,32.34406738842511,31.266357278065293,29.87288318203495,29.482651551273722,29.3040067508196,29.19703958939568,28.926845970244514,27.196116632149838,27.078400912720923,25.984957424590615,23.840967105696944,23.476994229590815,23.421480726258924,23.063791005720848,21.122237994579557,19.980866709693373,19.63989473900119,19.62945836667536,19.414915121896662,19.000501530487696,18.018251291748534,17.92038518121521,17.81988282997209,17.320745486501234,17.156273415015136,16.924017718452905,16.85370981241781,16.397408415598772,15.698812169059359,15.463434940019717,15.185894782154161,15.129428376508807,15.07845946359411,14.830615064286967,14.742838520553605,14.549223551292059,14.161848039954842,7.698803036008137,21.204053864278173,4150.115467439235
2003.10.22.12.44.13,1,0.12539559920040305,0.9386431255009366,0.696,5.5504340219123325,1.1922074468340926,986.328125,493.1640625,4541.9921875,49.8046875,3758.7890625,1125.0,4413.0859375,3580.078125,4251.953125,230.46875,4096.6796875,3940.4296875,3450.1953125,4644.53125,5436.5234375,1863.28125,601.5625,4850.5859375,3305.6640625,8868.1640625,5334.9609375,856.4453125,343.75,5584.9609375,4745.1171875,3161.1328125,2083.984375,5918.9453125,5157.2265625,2993.1640625,1976.5625,2478.515625,2657.2265625,2847.65625,1756.8359375,1383.7890625,6357.421875,2183.59375,1223.6328125,714.84375,6152.34375,2317.3828125,1550.78125,5055.6640625,6615.234375,5682.6171875,7900.390625,1648.4375,8364.2578125,6041.9921875,573.6831774133736,127.9128035609824,56.63138235678847,56.50856046162144,53.46759047830571,49.45539174179842,48.99775200322463,45.90534051199227,38.010744456032505,37.77847571708383,36.281562230231096,36.17777678031641,35.220657895983834,30.627084310776226,30.389658675954994,27.080081753631895,25.129992494861558,23.813296030953254,23.760759602844345,23.597195112486983,23.162442523153892,22.65575579371346,22.415984433856114,22.123666801981184,21.340788607039602,21.295300831261603,21.29311483840904,21.20979061719516,21.171814731262444,21.087429986460084,20.578444391640645,20.470773067525887,20.105783439548212,19.42684760495674,18.729017453829975,18.349117286964567,17.947269867585508,17.53110376617854,17.396826238512965,17.119129917554922,16.522303145515345,15.968010036334984,15.498308130336936,14.824835935762678,14.014072391654832,13.804749368958854,13.739836390277103,13.650196362899846,13.38275402877316,13.163078534622334,7.812905464145482,21.194762914067784,4097.518630916161
2003.10.22.12.49.13,1,0.12482766323140276,0.9229430061434205,0.625,5.006902987852851,1.1958551985704438,986.328125,493.1640625,57.6171875,4489.2578125,3727.5390625,3609.375,3988.28125,4339.84375,1125.0,3841.796875,4609.375,3495.1171875,1877.9296875,5343.75,232.421875,625.0,5511.71875,3375.0,4130.859375,4727.5390625,4239.2578125,4861.328125,2493.1640625,5206.0546875,335.9375,2354.4921875,3141.6015625,5108.3984375,3250.9765625,2915.0390625,8874.0234375,2180.6640625,847.65625,1718.75,1992.1875,5812.5,1227.5390625,1580.078125,6446.2890625,3022.4609375,5674.8046875,6050.78125,4980.46875,726.5625,2627.9296875,6306.640625,8134.765625,6163.0859375,2807.6171875,1437.5,539.0977086186199,121.72110183640648,55.18085661634388,54.266426607004924,47.747656119390754,47.088251499716655,43.29574995819134,42.562392647388734,41.535919269871414,41.423927463663084,36.644859257991584,36.31006520619094,33.01098638380578,30.4227998230117,30.134264860072932,29.411441660915546,28.054459669120792,27.642524811945382,25.966265302280053,25.640379162611463,25.51182309847688,24.40358684120725,24.378596083305144,23.921134264573727,23.33039001232818,21.012885607931363,20.485063233519497,20.317638675662856,20.254613583863314,18.867132537239446,18.641084268545,18.58128085108626,18.531690744091545,18.498264698227754,18.472960271149315,18.462509225215662,18.426570702011368,18.044854884120127,17.969338534310623,17.375008474421122,17.313857307254597,17.2982657069973,16.880264164343142,15.73531539963442,15.586336020000857,14.953600874104366,14.822804551461653,14.434114905965098,14.218956646425042,14.114804889875323,7.7888029225345585,21.031742509016325,4072.656081854651
