rms,kurtosis,peak,crest_factor,shape_factor,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24,m_25,m_26,m_27,m_28,m_29,m_30,m_31,m_32,m_33,m_34,m_35,m_36,m_37,m_38,m_39,m_40,m_41,m_42,m_43,m_44,m_45,m_46,m_47,m_48,m_49,spec_mean,spec_std,spec_centroid,set_id
-0.546210387,0.20152869470734067,-0.146465394,1.1841689875313588,0.610473458,0.40192633994270943,0.30740046209709604,-0.301528896,-0.415292261,-0.404511938,-0.217124522,-0.073257547,-0.150572301,-0.121059831,0.010971455906148536,0.19457619212498375,-0.154792365,-0.172384026,-0.190637007,-0.021551158,0.1446302566332907,-0.406800992,-0.552612408,-0.46086342,-0.510688051,-0.334972805,-0.248356044,-0.142965312,-0.03247015,-0.055373764,-0.066112278,-0.008221833,0.067113773,0.056698079,-0.047899034,-0.063364614,-0.044849076,0.034041311860202886,0.053765948891784335,0.1416438858486477,0.25750828328030495,0.20236562373087918,0.3195187705648653,0.4289402822352101,0.4931647357376936,0.21560457426729107,-0.354784459,-0.285602158,-0.164003701,-0.39548256,-0.373111163,-0.686553846,-0.698819088,-0.52790872,-0.4213589,-0.388115185,-0.551188318,1.5920020436753741,2
-0.510028359,0.2665555417690828,-0.578556231,-0.138150945,0.7964851896512125,-0.480244975,0.4896794652007836,0.5131914073751773,0.1093102686718934,-0.206126414,-0.394558252,-0.754539679,-0.633533511,-0.766250196,-0.676626437,-0.672989722,-0.645960106,-0.754056328,-0.625498593,-0.46531857,-0.370763239,-0.151599364,-0.238836435,-0.066989586,-0.127263667,-0.211314519,-0.128076929,0.00631129,0.063110079,0.18056297740286398,-0.045179557,0.049838831,0.029882272,0.019439036,0.096363607,0.044746555,0.10727534237938052,0.20592314779091891,0.3141912687873553,0.21014152023454513,0.1844548371104632,0.2104876562866849,0.2755849319308691,0.39482442569274656,0.41200128441720396,0.41644219591235104,0.47252773783501245,0.49678414242451013,0.641346458,0.5754588722855828,0.6927134042696323,0.5955403279508579,0.7888542093985472,1.0019013243242862,0.35650983784395673,-0.100977663,-0.585935068,2.514276689381431,2
-0.484553728,-0.182361283,0.1743293182096562,1.8338055810872154,0.42073906340833017,-0.696965754,0.22852253,0.15487811310504612,0.6037392213477873,-0.434512028,-0.252996615,-0.430011451,-0.373097512,-0.532089039,-0.385672274,-0.342390831,-0.631810409,-0.459294192,-0.285067627,-0.622849088,-0.514704174,-0.474261259,-0.242857476,-0.0708255,0.0535003,0.13736435355536186,0.2874862091728537,0.2766223040481653,0.20410867622811835,0.21461115134527664,0.11061513934887031,0.17544117556566305,0.052733108,0.090882492,0.19814954,0.19898861665354747,0.2136569530203186,0.24010389783723646,0.3447502132193858,0.33539020644022444,0.38257943194103783,0.4655281256328886,0.4948309443539842,0.36948376351056483,0.37504348211417315,0.13452284545026638,-0.042015388,0.1009279250915958,-0.091393558,-0.329361011,-0.20970732,-0.714528853,-0.689865704,-0.664719749,-0.533580107,-0.119618203,-0.559298698,1.1971552980361226,2
-0.409574432,1.9636543491340979,0.8617465586703614,3.361964913914909,0.8971513463450423,-0.543632521,0.18534148714366194,-0.063757945,0.15426362914438294,-0.707652688,-0.519710901,-0.342785107,-0.277057575,-0.170714573,0.001474679,0.14331054546247496,0.3859078071549586,0.33647528581849684,0.556659386,0.37520227401333855,0.5693427757122582,0.43561762633590395,0.4010102365909327,0.2856710778317928,0.2182284284130673,0.26952655983177104,0.3914070243553878,0.4020640032252005,0.4316278240727105,0.5429453575371285,0.5653417779572062,0.5617599430791373,0.6158897469058322,0.5946499962778773,0.5362501823489277,0.4654148366873341,0.5166998972135264,0.5309138474687349,0.39636633057190557,0.042665005,0.076236676,0.12051966323618472,0.18214717797821056,0.2902013463553294,0.4077197968383984,0.4677659451968251,0.6118721513460413,0.28304819512206914,0.43403067392473904,0.508770043,0.6237595136269303,0.4496152837669641,0.553403263,0.324403379,0.34887307410813906,0.066851369,-0.523767674,0.5250602569099769,2
-0.417072205,0.11633200381147772,-0.558915738,-0.361737559,0.8317736811795446,-0.940728711,-0.139827519,0.11179443017282441,0.5689940208006878,-0.163870207,-0.372175815,-0.307408545,-0.131588409,-0.132731164,-0.19803079,-0.284926888,-0.091468616,-0.118801979,0.086506964,0.013241853875447894,-0.371972595,-0.150545364,-0.073887147,0.002111176,-0.040343112,0.11438776395333372,0.237354409,0.2521662749203887,-0.089940058,0.018097589,0.059010092151305905,-0.010057678,-0.180886781,-0.162220693,-0.112499708,-0.0283151,0.00100462,0.097609152,0.17910991628966988,0.191189883,0.22121819023205658,0.3363297061813365,0.3468318827715542,0.317253578,0.3328825191722288,0.4670183653975216,0.5322822498308324,0.5995790849657364,0.7477938622537509,0.8646100990464299,1.0553872217594298,0.7224001976416571,0.7834064582245678,0.7680188287825698,0.7872101783749231,0.003075845,-0.519413323,0.9788398695671741,2
-0.421872091,-0.373433919,-0.244667857,0.48480930267470007,0.5575449111518322,-1.264814245,-0.090457153,0.057141154593861626,-0.249231857,0.009638064,-0.247793377,-0.045472677,-0.339877361,-0.180015329,-0.107743307,-0.066555301,-0.241906558,-0.018190851,0.12672566758975182,0.33071639220296006,-0.133062362,-0.316867785,-0.154009197,0.052457963,0.025092502,0.17670883705131435,-0.108345342,-0.00880579,0.06646629,0.11512559237270673,0.1629814045938937,0.22367175247157256,0.17308389627335294,0.16537022188133096,0.2221815665465133,0.020178856,0.046391826,-0.091919562,-0.032698221,0.007410456,0.027504459983149116,0.11689975004353184,0.056976513,0.11940748504428154,0.22646813539149377,0.3540071017841449,0.32175785809089585,-0.015412324,-0.010329385,0.078534427,0.21681710299536505,0.2982938219729209,0.37711737684936575,0.47360920412948904,0.6671270067661784,-0.003553809,-0.523165471,0.3052008882031742,2
-0.412317357,-0.298441101,-0.447619614,-0.081614126,0.5417515831639793,0.4627388420343775,-0.055504544,-0.212959558,-0.201773755,-0.107246462,0.12741071319986902,0.3205246264364256,0.18372488148865437,0.22154935891946237,0.21308070611280672,0.38054700397757296,0.3969029362562432,0.6340353647316589,0.799966306,0.5449684892330311,-0.078254557,-0.550631033,-0.438621234,-0.248808996,-0.312580888,-0.308392159,-0.158195367,-0.173125901,-0.040192575,-0.075001307,0.036242408,-0.144382736,-0.113472865,-0.074652663,0.022495140206686238,0.1267376884390146,0.17571752932153253,0.14693366871254535,0.16757925130056034,0.253772587,0.1680755242868045,0.1985373047881283,0.3121597558609311,0.413013657,0.45882783401454336,0.41006520246449396,0.5106669886655706,0.5475101341478887,0.49511200163552227,0.6240110490985773,0.4693587321862323,0.37733744168381966,0.4077674609006083,0.5793486442039699,0.6306919789180043,-0.080902018,-0.501504207,0.8294164178647848,2
-0.438160164,-0.320526426,-0.401791798,0.11858930217578241,0.5642375518782928,-0.168599624,-0.572393817,0.4624225165916128,0.4394314721449746,-0.546519561,-0.368622481,-0.211668439,-0.134873719,0.035355688352230394,-0.423379178,-0.327213269,-0.207535723,-0.160598485,0.06484774,-0.080865695,-0.059516412,0.074714544,0.28354231357719195,0.4732287687971768,0.3381474491817078,0.5114506186018604,0.2808019314957609,0.3787194562683262,0.37822533539028175,0.4966626166034668,0.3768254445763401,0.27804023548642026,0.19539758729896325,0.186971164,0.1981683551077757,0.08243052,0.039438708,0.13921377292206272,0.24738402104855023,0.357580451,0.4345811718968479,0.4639155965425594,0.4447760889691603,0.2324644957974873,0.22645684998738508,0.33401029179422115,0.054927537899353056,-0.026044974,0.11538288753673821,0.28144967468365445,0.46170831855998007,0.39553013086083444,0.42207040917781935,0.44784759060639695,0.578146435,-0.144171938,-0.513679837,0.754229267,2
-0.400381922,-0.545185453,-0.591649893,-0.495250316,0.5263730432868077,-0.342397156,-0.068144012,-0.280812962,-0.016549325,0.19447948085471722,-0.244472856,-0.091603241,0.011473503157052865,0.084341431,0.20299439361198812,0.2540708848932949,0.2683594096740163,0.22354450333946604,0.21941719942964477,0.4957799556027696,0.250664506,-0.056253548,0.060612455,0.16848592436032667,0.1400875975087212,0.25424389738709857,0.10260121899192777,0.1677190942941463,0.22210808389190664,0.23324061138833516,0.26157493635346507,0.3362914695945248,0.39435898502943784,0.46478482780154223,0.2578233284503348,0.059506346,0.028250261445470184,0.13160144242625024,-0.020485971,-0.239912107,-0.175572265,-0.080702342,0.007754648,0.1061416589784242,0.2141440092179176,0.15346030806928934,0.181981246,0.18300793161835197,0.323810056,0.15183506145970202,-0.037255645,-0.006363048,0.1703192823787734,0.14880794757614668,-0.822278839,-0.056240952,-0.494805729,0.4118797044726992,2
-0.499953469,-0.809279517,-0.644024539,-0.348540213,0.3828554394526533,-1.15183267,0.017488845021994114,0.7817203467335921,0.32714599382720017,-0.049007168,0.12550312048948276,-0.404985617,-0.258315561,-0.22319501,-0.314558164,-0.265837363,-0.306798107,-0.209886957,-0.336679436,-0.269790327,-0.078991422,0.1576552221806436,-0.545477116,-0.473702033,-0.485825739,-0.653084142,-0.535955623,-0.434024823,-0.406643391,-0.390474254,-0.300229833,-0.390901586,-0.356648327,-0.309012358,-0.278779149,-0.237334104,-0.196374217,-0.142177078,-0.135802098,-0.053770721,-0.043429618,-0.150867073,-0.043301854,-0.171557086,-0.160979335,-0.18663248,-0.203534025,-0.094313759,-0.020181131,0.1104525446529928,0.25165835890788973,0.38879491123495086,0.39350675511668526,0.30281546996217423,-0.311506754,-0.340306924,-0.535906022,-0.129852466,2
